path	current_owner	disposition	new_owner	consumer	apply_boundary	validator	secret_classification	reason
db.clickhouse.user	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.acquire_timeout_secs	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.application_name	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.connect_timeout_secs	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.database	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.host	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.idle_in_transaction_timeout_ms	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.idle_timeout_secs	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.lock_timeout_ms	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.max_connections	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.max_lifetime_secs	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.min_connections	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.password	deploy_config	keep_deploy	SecretText	owning infrastructure or provider adapter	process start	typed format validation, Debug redaction and tracked-placeholder lint	plaintext_deploy_secret	The permission-restricted deploy TOML is the single secret source; values are zeroized and never serialized
db.postgres.port	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.schema	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.statement_cache_capacity	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.statement_timeout_ms	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.user	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.verify_session_params	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
db.postgres.work_mem	deploy_config	keep_deploy	database resource budget	PostgreSQL or ClickHouse adapter	process start	typed DeployConfig validation and connectivity preflight	none	Connection locations and host capacity cannot be hot swapped safely
domain_sources.airnow.correction_lookback_hours	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.airnow.enabled	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.airnow.hourly_aq_base_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.airnow.poll_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.airnow.reporting_area_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.airnow.request_timeout_ms	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.aviation_weather.base_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.aviation_weather.day_close_grace_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.aviation_weather.enabled	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.aviation_weather.poll_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.aviation_weather.request_timeout_ms	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance.agg_trade_recovery_poll_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance.archive_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance.batch_size	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance.enabled	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance.kline_poll_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance.max_clock_skew_ms	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance.rest_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance.websocket_rotation_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance.websocket_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance.weight_budget_per_min	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance_usdm_futures.agg_trade_recovery_poll_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance_usdm_futures.archive_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance_usdm_futures.batch_size	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance_usdm_futures.enabled	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance_usdm_futures.kline_poll_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance_usdm_futures.max_clock_skew_ms	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance_usdm_futures.request_timeout_ms	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance_usdm_futures.rest_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance_usdm_futures.websocket_rotation_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance_usdm_futures.websocket_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.binance_usdm_futures.weight_budget_per_min	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.chainlink_data_streams.enabled	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.chainlink_data_streams.max_clock_skew_ms	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.chainlink_data_streams.rest_page_limit	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.chainlink_data_streams.rest_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.chainlink_data_streams.websocket_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.gefs.bucket_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.gefs.enabled	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.gefs.max_concurrency	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.gefs.max_lead_hours	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.gefs.poll_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.gefs.publication_lag_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.gefs.request_timeout_ms	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.ghcnh.base_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.ghcnh.calibration_years	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.ghcnh.enabled	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.ghcnh.max_concurrency	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.ghcnh.refresh_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.ghcnh.request_timeout_ms	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.hko_open_data.base_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.hko_open_data.daily_temperature_lookback_months	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.hko_open_data.daily_temperature_poll_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.hko_open_data.enabled	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.hko_open_data.rainfall_poll_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.hko_open_data.request_timeout_ms	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nasa_gistemp.csv_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nasa_gistemp.enabled	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nasa_gistemp.refresh_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nasa_gistemp.request_timeout_ms	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nhc.advisory_poll_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nhc.best_track_refresh_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nhc.current_storms_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nhc.data_archive_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nhc.enabled	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nhc.request_timeout_ms	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nsidc_sea_ice.enabled	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nsidc_sea_ice.north_csv_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nsidc_sea_ice.refresh_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nsidc_sea_ice.request_timeout_ms	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nsidc_sea_ice.south_csv_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nws_observation.base_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nws_observation.enabled	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nws_observation.lookback_observations	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nws_observation.poll_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.nws_observation.request_timeout_ms	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.polymarket_rtds.connect_timeout_ms	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.polymarket_rtds.enabled	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.polymarket_rtds.keepalive_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.polymarket_rtds.max_clock_skew_ms	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.polymarket_rtds.websocket_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.tornado.enabled	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.tornado.ncei_csv_base_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.tornado.ncei_refresh_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.tornado.request_timeout_ms	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.tornado.spc_base_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.tornado.spc_poll_secs	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.airnow_pm25_reporting_areas[].area	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.airnow_pm25_reporting_areas[].state	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.airnow_pm25_reporting_areas[].timezone	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.airnow_pm25_sites[].aqsid	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.airnow_pm25_sites[].contract_location	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.airnow_pm25_sites[].latitude	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.airnow_pm25_sites[].longitude	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.airnow_pm25_sites[].primary_resolution_url	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.airnow_pm25_sites[].site_name	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.airnow_pm25_sites[].state	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.airnow_pm25_sites[].timezone	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.hko_daily_temperature[].station	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.hko_daily_temperature[].timezone	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.hko_rainfall[].place	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.hko_rainfall[].timezone	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.nhc_historical_storms[].basin	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.nhc_historical_storms[].storm_id	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.nws_wind_stations[].station	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.nws_wind_stations[].timezone	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.tornado_regions[].ncei_state_name	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.tornado_regions[].region_id	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.tornado_regions[].spc_state_code	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
domain_sources.weather_vertical_bindings.tornado_regions[].timezone	deploy_config	keep_deploy	provider binding catalog	typed domain-source adapters	process start	typed source/binding validator and provider preflight	none	External source endpoints and physical station bindings are environment-specific adapter inputs
keys.private_key	deploy_config	keep_deploy	SecretText	owning infrastructure or provider adapter	process start	typed format validation, Debug redaction and tracked-placeholder lint	plaintext_deploy_secret	The permission-restricted deploy TOML is the single secret source; values are zeroized and never serialized
lifecycle.environment	deploy_config	keep_deploy	typed DeployConfig	owning infrastructure adapter	process start	typed DeployConfig validator	none	Leaf is required to construct an immutable process dependency
lifecycle.expected_state	deploy_config	keep_deploy	typed DeployConfig	owning infrastructure adapter	process start	typed DeployConfig validator	none	Leaf is required to construct an immutable process dependency
market_data.data_api.base_url	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.data_api.page_size	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.data_api.size_threshold	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.gamma.base_url	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.gamma.max_keyset_pages	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.gamma.max_keyset_requests	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.gamma.page_size	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
