location	symbol	current_owner	disposition	new_owner	consumer	reason
crates/quant-pivot-models/src/runtime_config/sections/config.rs:1442	PBO_BLOCK_COUNT	code	derive_from_typed_schema	typed policy field validator	Runtime Config validation and generated UI schema	Editable field bounds must come from the same typed validator that governs the API and UI
crates/quant-pivot-models/src/runtime_config/sections/config.rs:1444	COMPLETE_PATH_COUNT	code	derive_from_typed_schema	typed policy field validator	Runtime Config validation and generated UI schema	Editable field bounds must come from the same typed validator that governs the API and UI
crates/quant-pivot-models/src/runtime_config/sections/config.rs:1446	FOLD_COUNT	code	derive_from_typed_schema	typed policy field validator	Runtime Config validation and generated UI schema	Editable field bounds must come from the same typed validator that governs the API and UI
crates/quant-pivot-models/src/runtime_config/sections/config.rs:1448	UTILITY_CONFIDENCE_BPS	code	derive_from_typed_schema	typed policy field validator	Runtime Config validation and generated UI schema	Editable field bounds must come from the same typed validator that governs the API and UI
crates/quant-pivot-models/src/runtime_config/sections/config.rs:1450	LATENCY_STRESS_MULTIPLIER	code	keep_code_constant	owning typed contract module	config	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/runtime_config/validation.rs:33	FEATURES_CONFIG_VALIDATORS	code	keep_code_constant	owning typed contract module	validation	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/runtime_config/validation.rs:929	MAX_EDGE_UNCERTAINTY_K	code	derive_from_typed_schema	typed policy field validator	Runtime Config validation and generated UI schema	Editable field bounds must come from the same typed validator that governs the API and UI
crates/quant-pivot-models/src/runtime_config/wire.rs:11	MASKED_SECRET	code	keep_code_constant	owning typed contract module	wire	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/runtime_config/wire.rs:325	ALL	code	keep_code_constant	owning typed contract module	wire	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/admin_user.rs:22	SEED_ID	code	keep_code_constant	owning typed contract module	admin_user	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/admin_user.rs:24	DEPENDS_ON	code	keep_code_constant	owning typed contract module	admin_user	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/admin_user.rs:25	PRODUCES	code	keep_code_constant	owning typed contract module	admin_user	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/admin_user.rs:27	ADMIN_USER_SEED	code	keep_code_constant	owning typed contract module	admin_user	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/casbin.rs:24	SEED_ID	code	keep_code_constant	owning typed contract module	casbin	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/casbin.rs:26	DEPENDS_ON	code	keep_code_constant	owning typed contract module	casbin	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/casbin.rs:30	PRODUCES	code	keep_code_constant	owning typed contract module	casbin	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/casbin.rs:32	CASBIN_SEED	code	keep_code_constant	owning typed contract module	casbin	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/casbin.rs:45	READ_RESOURCES	code	keep_code_constant	owning typed contract module	casbin	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/menus.rs:18	SEED_ID	code	keep_code_constant	owning typed contract module	menus	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/menus.rs:20	DEPENDS_ON	code	keep_code_constant	owning typed contract module	menus	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/menus.rs:21	PRODUCES	code	keep_code_constant	owning typed contract module	menus	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/menus.rs:26	MENUS_SEED	code	keep_code_constant	owning typed contract module	menus	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/mod.rs:23	DEFAULT_ADMIN_USERNAME	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/mod.rs:25	DEFAULT_ADMIN_NICKNAME	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/mod.rs:28	ROLE_SUPER_ADMIN	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/mod.rs:30	ROLE_ADMIN	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/mod.rs:32	ROLE_RISK_OWNER	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/mod.rs:34	ROLE_ANALYST	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/mod.rs:36	ROLE_OPERATOR	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/mod.rs:38	ROLE_VIEWER	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/mod.rs:40	ROLE_EMERGENCY_OPERATOR	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/mod.rs:43	ROLES_ARTIFACT	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/mod.rs:45	MENUS_ARTIFACT	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/mod.rs:47	MENU_GRANTS_ARTIFACT	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/mod.rs:49	ADMIN_USER_ARTIFACT	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/mod.rs:51	BOOTSTRAP_ADMIN_PASSWORD_HASH_INPUT	code	keep_code_constant	owning typed contract module	mod	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/role_menu.rs:24	SEED_ID	code	keep_code_constant	owning typed contract module	role_menu	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/role_menu.rs:26	DEPENDS_ON	code	keep_code_constant	owning typed contract module	role_menu	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/role_menu.rs:30	PRODUCES	code	keep_code_constant	owning typed contract module	role_menu	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/role_menu.rs:32	ROLE_MENU_SEED	code	keep_code_constant	owning typed contract module	role_menu	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/roles.rs:20	SEED_ID	code	keep_code_constant	owning typed contract module	roles	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/roles.rs:22	DEPENDS_ON	code	keep_code_constant	owning typed contract module	roles	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/roles.rs:23	PRODUCES	code	keep_code_constant	owning typed contract module	roles	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/roles.rs:26	BUILTIN_ROLES	code	keep_code_constant	owning typed contract module	roles	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/roles.rs:66	ROLES_SEED	code	keep_code_constant	owning typed contract module	roles	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/user_role.rs:16	SEED_ID	code	keep_code_constant	owning typed contract module	user_role	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/user_role.rs:18	DEPENDS_ON	code	keep_code_constant	owning typed contract module	user_role	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/user_role.rs:22	PRODUCES	code	keep_code_constant	owning typed contract module	user_role	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/rbac/user_role.rs:24	USER_ROLE_SEED	code	keep_code_constant	owning typed contract module	user_role	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/system_kill_switch.rs:14	DEPENDS_ON	code	keep_code_constant	owning typed contract module	system_kill_switch	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/system_kill_switch.rs:15	PRODUCES	code	keep_code_constant	owning typed contract module	system_kill_switch	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/system_kill_switch.rs:16	SINGLETON_ID	code	keep_code_constant	owning typed contract module	system_kill_switch	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/system_kill_switch.rs:18	SYSTEM_KILL_SWITCH_SEED	code	keep_code_constant	owning typed contract module	system_kill_switch	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/system_runtime_state.rs:16	DEPENDS_ON	code	keep_code_constant	owning typed contract module	system_runtime_state	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/system_runtime_state.rs:17	PRODUCES	code	keep_code_constant	owning typed contract module	system_runtime_state	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/system_runtime_state.rs:19	SINGLETON_ID	code	keep_code_constant	owning typed contract module	system_runtime_state	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/seed/system_runtime_state.rs:21	SYSTEM_RUNTIME_STATE_SEED	code	keep_code_constant	owning typed contract module	system_runtime_state	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/content.rs:296	FIRST	code	keep_code_constant	owning typed contract module	content	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/content.rs:39	BLAKE3_HEX_LEN	code	keep_code_constant	owning typed contract module	content	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/content.rs:402	VALID_HASH	code	keep_code_constant	owning typed contract module	content	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/dataset_coverage.rs:10	DATASET_COVERAGE_DECIMAL_SCALE	code	keep_code_constant	owning typed contract module	dataset_coverage	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/domain.rs:68	FIRST	code	keep_code_constant	owning typed contract module	domain	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/domain_capability.rs:14	DOMAIN_CAPABILITY_REGISTRY_FORMAT_VERSION	code	reset_boot_1	owning typed contract module	serializer, validator and lineage reader	System-owned contract version is reset to the first boot baseline because no production lineage exists
crates/quant-pivot-models/src/types/domain_classification.rs:16	DOMAIN_CATALOG_CLASSIFICATION_FORMAT_VERSION	code	reset_boot_1	owning typed contract module	serializer, validator and lineage reader	System-owned contract version is reset to the first boot baseline because no production lineage exists
crates/quant-pivot-models/src/types/entry_condition.rs:24	ENTRY_CONDITION_SCHEMA_VERSION	code	reset_boot_1	owning typed contract module	serializer, validator and lineage reader	System-owned contract version is reset to the first boot baseline because no production lineage exists
crates/quant-pivot-models/src/types/entry_condition.rs:25	ENTRY_CONDITION_EVALUATOR_VERSION	code	reset_boot_1	owning typed contract module	serializer, validator and lineage reader	System-owned contract version is reset to the first boot baseline because no production lineage exists
crates/quant-pivot-models/src/types/entry_condition.rs:26	ENTRY_CONDITION_MIN_GROUP_CHILDREN	code	keep_code_constant	owning typed contract module	entry_condition	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/entry_condition.rs:27	ENTRY_CONDITION_MAX_GROUP_CHILDREN	code	keep_code_constant	owning typed contract module	entry_condition	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/entry_condition.rs:28	ENTRY_CONDITION_MAX_DEPTH	code	keep_safety_limit	centralized defensive-limit module	boundary validator	Defensive upper bound prevents resource amplification and must not be raised through Runtime Config
crates/quant-pivot-models/src/types/entry_condition.rs:29	ENTRY_CONDITION_MAX_NODES	code	keep_code_constant	owning typed contract module	entry_condition	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/entry_condition.rs:30	ENTRY_CONDITION_MAX_CANDIDATES	code	keep_code_constant	owning typed contract module	entry_condition	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/entry_condition.rs:31	ENTRY_CONDITION_INPUT_CHANNEL	code	keep_code_constant	owning typed contract module	entry_condition	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/ids.rs:226	NAMESPACE	code	keep_code_constant	owning typed contract module	ids	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/ids.rs:243	NAMESPACE	code	keep_code_constant	owning typed contract module	ids	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/ids.rs:278	NAMESPACE	code	keep_code_constant	owning typed contract module	ids	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/ids.rs:326	NAMESPACE	code	keep_code_constant	owning typed contract module	ids	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/ids.rs:339	NAMESPACE	code	keep_code_constant	owning typed contract module	ids	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/ids.rs:360	NAMESPACE	code	keep_code_constant	owning typed contract module	ids	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/ids.rs:383	NAMESPACE	code	keep_code_constant	owning typed contract module	ids	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/ids.rs:433	NAMESPACE	code	keep_code_constant	owning typed contract module	ids	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/ids.rs:485	NAMESPACE	code	keep_code_constant	owning typed contract module	ids	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/ids.rs:574	NAMESPACE	code	keep_code_constant	owning typed contract module	ids	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/ids.rs:643	N	code	keep_code_constant	owning typed contract module	ids	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/micro.rs:146	ONE	code	keep_code_constant	owning typed contract module	micro	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/micro.rs:17	MICRO_SCALE	code	keep_code_constant	owning typed contract module	micro	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/micro.rs:249	ZERO	code	keep_code_constant	owning typed contract module	micro	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/micro.rs:250	ONE	code	keep_code_constant	owning typed contract module	micro	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/micro.rs:372	ZERO	code	keep_code_constant	owning typed contract module	micro	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/micro.rs:41	ZERO	code	keep_code_constant	owning typed contract module	micro	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/money.rs:52	ZERO	code	keep_code_constant	owning typed contract module	money	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/money.rs:53	ONE	code	keep_code_constant	owning typed contract module	money	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/money.rs:59	PRECISION	code	keep_code_constant	owning typed contract module	money	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/report_fact_bundle.rs:13	REPORT_FACT_BUNDLE_FORMAT_VERSION	code	reset_boot_1	owning typed contract module	serializer, validator and lineage reader	System-owned contract version is reset to the first boot baseline because no production lineage exists
crates/quant-pivot-models/src/types/report_funnel.rs:38	ALL	code	keep_code_constant	owning typed contract module	report_funnel	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/research_profile.rs:14	POOLED_1H_CONTROL_PROFILE_ID	code	centralize_operational_constant	owning worker contract or Deploy resource budget	research_profile	Operational constant must have one named owner; environment-sensitive values move to Deploy Config
crates/quant-pivot-models/src/types/research_profile.rs:15	CRYPTO_PRICE_15M_PROFILE_ID	code	keep_code_constant	owning typed contract module	research_profile	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/research_profile.rs:16	WEATHER_FORECAST_24H_PROFILE_ID	code	keep_code_constant	owning typed contract module	research_profile	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/research_profile.rs:17	POOLED_1H_HORIZON_SECS	code	centralize_operational_constant	owning worker contract or Deploy resource budget	research_profile	Operational constant must have one named owner; environment-sensitive values move to Deploy Config
crates/quant-pivot-models/src/types/research_profile.rs:18	CRYPTO_PRICE_15M_HORIZON_SECS	code	keep_code_constant	owning typed contract module	research_profile	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/research_profile.rs:19	WEATHER_FORECAST_24H_HORIZON_SECS	code	keep_code_constant	owning typed contract module	research_profile	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/research_profile.rs:232	SECONDS_PER_DAY	code	keep_code_constant	owning typed contract module	research_profile	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/research_readiness.rs:15	RETENTION_RUNWAY_EVIDENCE_FORMAT_VERSION	code	reset_boot_1	owning typed contract module	serializer, validator and lineage reader	System-owned contract version is reset to the first boot baseline because no production lineage exists
crates/quant-pivot-models/src/types/research_readiness.rs:16	SHADOW_LATENCY_PROFILE_FORMAT_VERSION	code	reset_boot_1	owning typed contract module	serializer, validator and lineage reader	System-owned contract version is reset to the first boot baseline because no production lineage exists
crates/quant-pivot-models/src/types/source_slice.rs:18	SOURCE_SLICE_MANIFEST_FORMAT_VERSION	code	reset_boot_1	owning typed contract module	serializer, validator and lineage reader	System-owned contract version is reset to the first boot baseline because no production lineage exists
crates/quant-pivot-models/src/types/trade_policy.rs:31	TRADE_POLICY_ARTIFACT_FORMAT_VERSION	code	reset_boot_1	owning typed contract module	serializer, validator and lineage reader	System-owned contract version is reset to the first boot baseline because no production lineage exists
crates/quant-pivot-models/src/types/trade_policy.rs:32	TRADE_POLICY_EVIDENCE_BUNDLE_FORMAT_VERSION	code	reset_boot_1	owning typed contract module	serializer, validator and lineage reader	System-owned contract version is reset to the first boot baseline because no production lineage exists
crates/quant-pivot-models/src/types/trade_policy.rs:33	TRADE_POLICY_MAX_CANDIDATES	code	keep_code_constant	owning typed contract module	trade_policy	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/trade_policy.rs:638	REQUIRED	code	keep_code_constant	owning typed contract module	trade_policy	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-models/src/types/trade_policy_evidence.rs:17	POLICY_EVIDENCE_OBJECT_FORMAT_VERSION	code	reset_boot_1	owning typed contract module	serializer, validator and lineage reader	System-owned contract version is reset to the first boot baseline because no production lineage exists
crates/quant-pivot-models/src/types/training.rs:16	DATASET_ARTIFACT_FORMAT_VERSION	code	reset_boot_1	owning typed contract module	serializer, validator and lineage reader	System-owned contract version is reset to the first boot baseline because no production lineage exists
crates/quant-pivot-repository/src/batch.rs:12	MAX_IN_LIST_LEN	code	keep_code_constant	owning typed contract module	batch	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/batch.rs:18	IN_LIST_CHUNK	code	keep_code_constant	owning typed contract module	batch	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/batch.rs:9	MAX_BIND_VARIABLES	code	keep_code_constant	owning typed contract module	batch	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/clickhouse/feature_parity.rs:386	HASH	code	keep_code_constant	owning typed contract module	feature_parity	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/catalog/ledger.rs:45	CATALOG_WRITER_LOCK_ID	code	keep_code_constant	owning typed contract module	ledger	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/catalog/ledger.rs:46	MAX_FAILURE_DETAIL_BYTES	code	keep_code_constant	owning typed contract module	ledger	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/governance/kill_switch.rs:12	SYSTEM_KILL_SWITCH_ID	code	keep_code_constant	owning typed contract module	kill_switch	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/governance/runtime_config.rs:42	POLICY_ACTIVATION_GUARD_ID	code	keep_code_constant	owning typed contract module	runtime_config	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/governance/system_runtime_state.rs:28	SINGLETON_ID	code	keep_code_constant	owning typed contract module	system_runtime_state	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/capital_allocation.rs:24	RESERVED_STATES	code	keep_code_constant	owning typed contract module	capital_allocation	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/domain_projection.rs:34	ENTITY	code	keep_code_constant	owning typed contract module	domain_projection	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/entry_condition.rs:36	ENTITY_ARTIFACT	code	keep_code_constant	owning typed contract module	entry_condition	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/entry_condition.rs:37	ENTITY_INSTANCE	code	keep_code_constant	owning typed contract module	entry_condition	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/execution_submission.rs:64	DANGLING_STATES	code	keep_code_constant	owning typed contract module	execution_submission	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/execution_submission.rs:70	IN_FLIGHT_EXIT_STATES	code	keep_code_constant	owning typed contract module	execution_submission	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/feature_parity.rs:49	LATCH_ADVISORY_LOCK_KEY	code	keep_code_constant	owning typed contract module	feature_parity	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/order_intent.rs:54	EXPIRABLE_STATUSES	code	keep_code_constant	owning typed contract module	order_intent	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/order_intent.rs:61	SYSTEM_KILL_SWITCH_ID	code	keep_code_constant	owning typed contract module	order_intent	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/order_intent.rs:62	ENTRY_CONDITION_ENTITY	code	keep_code_constant	owning typed contract module	order_intent	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/position.rs:39	OPEN_STATES	code	keep_code_constant	owning typed contract module	position	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/position.rs:42	CLOSED_STATES	code	keep_code_constant	owning typed contract module	position	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/position.rs:45	DEFAULT_HOLD_HORIZON_SECS	code	keep_code_constant	owning typed contract module	position	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/recommendation_report.rs:63	REPORT_FACT_RETRY_MAX_SECS	code	keep_code_constant	owning typed contract module	recommendation_report	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/recommendation_report.rs:64	REPORT_FACT_ERROR_MAX_CHARS	code	keep_code_constant	owning typed contract module	recommendation_report	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/report_run.rs:40	REPORT_RUN_QUEUE_LOCK_KEY	code	keep_code_constant	owning typed contract module	report_run	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/report_run.rs:41	REPORT_RUN_CLAIM_LOCK_KEY	code	keep_code_constant	owning typed contract module	report_run	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/report_run.rs:42	REPORT_SCHEDULE_LOCK_KEY	code	keep_code_constant	owning typed contract module	report_run	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/report_run.rs:43	ERROR_CODE_MAX_CHARS	code	keep_code_constant	owning typed contract module	report_run	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-repository/src/postgres/quant/report_run.rs:44	ERROR_SUMMARY_MAX_CHARS	code	keep_code_constant	owning typed contract module	report_run	Stable mathematical, lexical or defensive invariant is not a business configuration
crates/quant-pivot-research/src/artifact/local.rs:22	FILE_SCHEME	code	keep_algorithm_invariant	owning research contract module	local	Mathematical or serialization invariant is intentionally not operator editable
crates/quant-pivot-research/src/artifact/local.rs:246	COUNTER	code	keep_algorithm_invariant	owning research contract module	local	Mathematical or serialization invariant is intentionally not operator editable
crates/quant-pivot-research/src/execution_semantics.rs:18	EXECUTION_SEMANTICS_VERSION	code	keep_algorithm_invariant	owning research contract module	execution_semantics	Mathematical or serialization invariant is intentionally not operator editable
crates/quant-pivot-research/src/factors/acceptance.rs:849	SHAPES	code	keep_algorithm_invariant	owning research contract module	acceptance	Mathematical or serialization invariant is intentionally not operator editable
crates/quant-pivot-research/src/factors/acceptance.rs:868	VOLS	code	keep_algorithm_invariant	owning research contract module	acceptance	Mathematical or serialization invariant is intentionally not operator editable
crates/quant-pivot-research/src/factors/acceptance.rs:870	LAG_POINTS	code	keep_algorithm_invariant	owning research contract module	acceptance	Mathematical or serialization invariant is intentionally not operator editable
crates/quant-pivot-research/src/factors/collinearity.rs:27	CORR_SCALE	code	keep_algorithm_invariant	owning research contract module	collinearity	Mathematical or serialization invariant is intentionally not operator editable
crates/quant-pivot-research/src/factors/collinearity.rs:30	MIN_OVERLAP	code	migrate_immutable_profile	ResearchProfile, FeatureProfile or ScoringProfile artifact	training, replay or evaluation job	Research methodology must be frozen and content-addressed with each job
crates/quant-pivot-research/src/factors/computer.rs:52	PARALLEL_MIN_MARKETS	code	migrate_immutable_profile	ResearchProfile, FeatureProfile or ScoringProfile artifact	training, replay or evaluation job	Research methodology must be frozen and content-addressed with each job
crates/quant-pivot-research/src/factors/domain.rs:59	SECS_PER_DAY	code	keep_algorithm_invariant	owning research contract module	domain	Mathematical or serialization invariant is intentionally not operator editable
crates/quant-pivot-research/src/factors/identity.rs:52	PROVISIONAL_NAMESPACE	code	keep_code_constant	owning adapter contract module	identity	Stable identifier or protocol spelling is not an operator-tunable value
